"","GS001c","GS002","GS003","GS004","GS005","GS006","GS007","GS008","GS009","GS011","GS013","GS014","GS015","GS016","GS017","GS018","GS019","GS021","GS022","GS023","GS026","GS027","GS028","GS029","GS030","GS031","GS034","GS035","GS036","GS048a","GS049","GS051","GS108a","GS110a","GS112a","GS113","GS114","GS117a","GS119","GS120","GS121","GS122a","GS123","GS148","GS149"
"TonB",0.000409460777379898,0.000212102137442185,0.000321258304527172,0.000293841090738129,0.000364612198465712,0.00019045578449928,0.000264152812401975,0.000477696139760242,0.000456723151203326,0.000248766292745859,0.00031635358207161,0.000279016300132254,0.000260322911185577,0.000273484777953636,0.000298841349396767,0.000258564964447317,0.000342774575618708,0.000368159759022703,0.000267229009451774,0.000309640319593044,0.000224953475531197,0.000339849248003386,0.000271768468156554,0.000209289305839695,0.000387437649568953,0.000205327482010861,0.000318841965979562,0.000307737397420868,0.000232599250100018,0.000223181796128281,0.000240804286316296,0.000148720999405116,0.000161847216227881,0.000216797895089528,0.000205784412766117,0.000262307168784029,0.000193544890801973,0.000225951294359362,0.000261272021498955,0.000301097122640622,0.00024220731600654,0.000234805068310882,0.000231344254710024,0.000338704214448154,0.000288617374765961
"Ubie_methyltran",0.00157828517826433,0.00129998084238759,0.00140068620773847,0.00105782792665726,0.00121051249890616,0.00123796259924532,0.00128774496045963,0.00127385637269398,0.00149134090188841,0.00120911988799732,0.00148053476409513,0.00116070780855018,0.00156747625245784,0.00137324271483102,0.00140313128812006,0.00167072746258267,0.00145020012761761,0.00133318458191555,0.00142909426793775,0.00157031876365044,0.00156104078474679,0.00135939699201354,0.00136628805223911,0.00165338551613359,0.0014200040365597,0.00149551957046717,0.00141353271584273,0.00169499804611176,0.0013118597705641,0.00130027655135607,0.00164262923880045,0.00129684711481261,0.00151057401812689,0.0015077308158499,0.00151532158491413,0.001432055353902,0.00141416800212641,0.00149495681965671,0.00162983975316015,0.00176894559551365,0.00176945900304778,0.00158276009009557,0.00151096716357485,0.00155642650924985,0.00135428152774797
"DUF456",5.95579312552579e-05,5.4736035468951e-05,0.000102802657448695,1.46920545369064e-05,2.91689758772569e-05,1.1903486531205e-05,8.25477538756171e-05,1.13737176133391e-05,1.86417612736051e-05,2.31410504879869e-05,6.3270716414322e-06,3.90622820185155e-05,2.76939267218699e-05,4.65506005027465e-05,1.70766485369581e-05,1.49172094873452e-05,2.10938200380743e-05,1.11563563340213e-05,2.90466314621493e-05,3.31757485278262e-05,4.77174039005569e-05,6.73286246044443e-05,4.09514130098916e-05,4.1857861167939e-05,5.76651385404953e-05,3.83073660468024e-05,2.12561310653041e-05,5.37319265338023e-05,2.79119100120021e-05,4.85177817670176e-05,0,3.56930398572278e-05,1.79830240253201e-05,3.94177991071868e-05,2.80615108317432e-05,5.67150635208711e-05,1.54835912641578e-05,1.3136703160428e-05,1.24415248332836e-05,0,1.34559620003633e-05,5.21789040690849e-05,4.33770477581296e-05,2.41931581748681e-05,2.9601782027278e-05
"DUF445",2.97789656276289e-05,3.42100221680944e-05,1.28503321810869e-05,1.46920545369064e-05,5.83379517545139e-05,0,6.60382031004936e-05,2.27474352266782e-05,3.72835225472103e-05,2.31410504879869e-05,3.1635358207161e-05,1.67409780079352e-05,4.43102827549918e-05,6.40070756912764e-05,1.99227566264512e-05,1.98896126497936e-05,1.58203650285558e-05,3.34690690020639e-05,4.64746103394389e-05,3.31757485278262e-05,2.04503159573815e-05,3.52673747928042e-05,3.35057015535477e-05,1.04644652919847e-05,7.20814231756192e-06,1.07260624931047e-05,1.59420982989781e-05,1.46541617819461e-05,9.30397000400071e-06,3.88142254136141e-05,6.02010715790741e-05,4.16418798334325e-05,0,9.85444977679671e-06,0,3.54469147005445e-05,2.83865839842893e-05,2.62734063208561e-06,0,1.88185701650389e-05,1.34559620003633e-05,2.60894520345424e-05,2.16885238790648e-05,2.41931581748681e-05,7.40044550681951e-06
"DUF3008",1.48894828138145e-05,0.000157366101973234,5.14013287243475e-05,4.40761636107193e-05,0,2.380697306241e-05,8.25477538756171e-05,1.13737176133391e-05,3.72835225472103e-05,1.73557878659902e-05,1.89812149242966e-05,7.2544238034386e-05,3.87714974106179e-05,4.65506005027465e-05,0.000110998215490228,6.96136442742778e-05,2.63672750475929e-05,8.36726725051598e-05,8.13305680940181e-05,0.000105056537004783,8.861803581532e-05,4.48857497362962e-05,8.19028260197833e-05,6.27867917519085e-05,2.70305336908572e-05,3.2178187479314e-05,9.03385570275426e-05,2.44236029699101e-05,0.000139559550060011,9.70355635340352e-05,2.58004592481746e-05,0.000232004759071981,5.39490720759603e-05,4.92722488839836e-05,8.41845324952295e-05,4.25362976406534e-05,0.000129029927201315,0.000112975647179681,1.24415248332836e-05,0.00016936713148535,5.38238480014532e-05,6.0875388080599e-05,7.22950795968826e-05,8.06438605828938e-06,5.18031185477366e-05
"MSP",1.48894828138145e-05,0,0,0,0,0,1.65095507751234e-05,0,0,0,0,5.58032600264507e-06,9.41593508543576e-05,4.65506005027465e-05,3.98455132529023e-05,7.95584505991746e-05,5.80080051047045e-05,5.57817816701065e-06,1.16186525848597e-05,0.000110585828426087,0.000122701895744289,3.20612498116402e-05,1.11685671845159e-05,1.56966979379771e-05,0,6.12917856748839e-06,0.000116908720859173,0,0,5.82213381204211e-05,0.000172003061654497,1.78465199286139e-05,7.19320961012804e-05,9.85444977679671e-05,0.000130953717214802,4.25362976406534e-05,8.77403504968943e-05,2.62734063208561e-05,0.000136856773166119,1.88185701650389e-05,0.000100919715002725,5.21789040690849e-05,4.33770477581296e-05,6.45150884663151e-05,4.44026730409171e-05
"DUF706",5.95579312552579e-05,8.89460576370453e-05,1.28503321810869e-05,4.40761636107193e-05,0.000116675903509028,3.5710459593615e-05,8.25477538756171e-05,9.66765997133823e-05,0.000102529687004828,1.15705252439935e-05,3.1635358207161e-05,8.37048900396761e-05,3.87714974106179e-05,2.90941253142166e-05,6.54604860583395e-05,6.96136442742778e-05,5.27345500951859e-05,5.02036035030959e-05,5.22839366318688e-05,3.31757485278262e-05,9.54348078011139e-05,5.77102496609523e-05,3.72285572817197e-05,7.84834896898856e-05,7.38834587550097e-05,5.36303124655234e-05,4.25122621306083e-05,1.46541617819461e-05,4.65198500200035e-05,6.79248944738247e-05,3.44006123308995e-05,5.94883997620464e-06,5.39490720759603e-05,5.91266986607803e-05,3.74153477756576e-05,4.96256805807623e-05,3.61283796163682e-05,6.83108564342258e-05,2.48830496665671e-05,1.88185701650389e-05,6.72798100018166e-05,8.69648401151415e-05,5.06065557178178e-05,2.41931581748681e-05,6.66040095613756e-05
"Rad9",0,0,1.28503321810869e-05,1.46920545369064e-05,0,3.5710459593615e-05,0,1.13737176133391e-05,1.86417612736051e-05,0,1.26541432828644e-05,1.67409780079352e-05,5.53878534437398e-06,5.81882506284331e-06,1.13844323579721e-05,4.97240316244841e-06,1.05469100190372e-05,0,1.16186525848597e-05,1.65878742639131e-05,0,3.20612498116402e-06,3.72285572817197e-06,1.56966979379771e-05,3.60407115878096e-06,1.5322946418721e-06,1.06280655326521e-05,4.88472059398202e-06,9.30397000400071e-06,0,8.60015308272487e-06,5.94883997620464e-06,0,9.85444977679671e-06,9.35383694391439e-06,2.12681488203267e-05,7.7417956320789e-06,5.25468126417122e-06,1.24415248332836e-05,0,0,0,0,0,2.22013365204585e-05
"PWWP",0,0,0,1.46920545369064e-05,0,0,0,0,0,0,6.3270716414322e-06,0,5.53878534437398e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.70355635340352e-06,0,0,1.79830240253201e-05,0,0,7.08938294010889e-06,0,0,0,0,0,0,0,0,0
"Zds_C",0,0,0,0,0,0,0,0,0,0,0,0,0,5.81882506284331e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Endotoxin_N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5322946418721e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEX-1N",0,0,0,0,0,0,0,0,0,0,6.3270716414322e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUF1324",7.44474140690723e-06,6.84200443361887e-06,0,0,0,0,1.65095507751234e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"zf-GRF",0,0,0,0,0,0,0,0,0,0,0,5.58032600264507e-06,0,5.81882506284331e-06,0,0,0,0,0,5.52929142130436e-06,6.81677198579385e-06,3.20612498116402e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TetR_C_5",0,0,0,0,2.91689758772569e-05,0,0,0,0,0,0,0,5.53878534437398e-06,0,2.84610808949302e-06,0,0,0,5.80932629242987e-06,0,0,3.20612498116402e-06,3.72285572817197e-06,0,0,0,0,0,0,9.70355635340352e-06,0,0,0,0,0,0,5.1611970880526e-06,2.62734063208561e-06,0,0,0,0,0,0,7.40044550681951e-06
"E2F_TDP",0,0,2.57006643621738e-05,1.46920545369064e-05,0,0,0,0,0,0,1.26541432828644e-05,5.58032600264507e-06,0,0,0,4.97240316244841e-06,0,5.57817816701065e-06,1.16186525848597e-05,0,0,0,0,1.04644652919847e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24415248332836e-05,0,0,0,0,0,0
"TSP_3",7.44474140690723e-06,0,2.57006643621738e-05,0,1.45844879386285e-05,0,0,1.13737176133391e-05,9.32088063680257e-06,1.15705252439935e-05,1.26541432828644e-05,5.58032600264507e-06,1.66163560331219e-05,3.49129503770599e-05,2.56149728054372e-05,2.98344189746905e-05,5.27345500951859e-06,2.23127126680426e-05,5.80932629242987e-06,0,6.81677198579385e-06,2.56489998493121e-05,2.97828458253757e-05,2.09289305839695e-05,1.98223913732953e-05,1.83875357024652e-05,2.12561310653041e-05,4.88472059398202e-05,9.30397000400071e-05,4.85177817670176e-05,2.58004592481746e-05,1.78465199286139e-05,3.59660480506402e-05,2.95633493303901e-05,0,0,2.06447883522104e-05,3.15280875850273e-05,0,0,2.0183943000545e-05,1.73929680230283e-05,2.89180318387531e-05,2.41931581748681e-05,2.22013365204585e-05
"CFC",0,0,0,0,1.45844879386285e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16186525848597e-05,5.52929142130436e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SSF",0.00156339569545052,0.00153945099756425,0.00151633919736825,0.00192465914433474,0.00166263162500365,0.00165458462783749,0.00150236912053623,0.00155251245422079,0.00104393863132189,0.000908286231653486,0.00119581654023068,0.00166851747479088,0.00116868370766291,0.00172237221860162,0.00133197858588273,0.00136741086967331,0.00121289465218927,0.00128298097841245,0.00152785281490906,0.00137679356390479,0.00131563699325821,0.00145558074144846,0.00134022806214191,0.00141270281441794,0.00141459792982153,0.00146947056155534,0.00110531881539582,0.00136283704572098,0.00158167490068012,0.00148464412207074,0.000954616992182461,0.00123735871505057,0.000989066321392605,0.00138947741852834,0.0010382759007745,0.00119101633393829,0.00119481712588418,0.00153173958850591,0.00110729571016224,0.00114793278006737,0.00118412465603197,0.0014784022819574,0.00138083602030046,0.00175803616070709,0.00184271093119806
"Prosystemin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08938294010889e-06,0,0,0,0,0,0,0,8.06438605828938e-06,0
"POR",0.00026801069064866,0.000102630066504283,0.000167054318354129,0.000102844381758345,0.000160429367324913,7.14209191872299e-05,0.000148585956976111,0.000324150951980164,0.000260984657830472,0.000115705252439935,0.000278391152223017,0.000329239234156059,0.000210473843086211,0.000250209477702262,0.000221996430980456,0.000263537367609766,0.000174024015314113,0.000145032632342277,0.000296275640913923,0.000187995908324348,0.000136335439715877,0.000176336873964021,0.000148914229126879,0.000115109118211832,0.000160381166565753,0.000156294053470954,6.90824259622385e-05,0.000122118014849551,0.00026051116011202,0.000155256901654456,0.000172003061654497,0.000267697798929209,0.000179830240253201,0.000108398947544764,0.000187076738878288,0.000233949637023593,0.000178061299537815,0.000157640437925137,0.000149298297999403,0.000112911420990233,0.000181655487004905,0.00010435780813817,0.000144590159193765,9.67726326994726e-05,0.000185011137670488
"SASP_gamma",0,0,0,0,0,0,0,0,0,0,6.3270716414322e-06,0,0,0,2.84610808949302e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.06438605828938e-06,0
"GWT1",0,0,0,0,0,0,0,0,1.86417612736051e-05,0,6.3270716414322e-06,0,1.66163560331219e-05,5.81882506284331e-06,0,0,0,0,0,0,0,3.20612498116402e-06,3.72285572817197e-06,0,0,0,5.31403276632604e-06,0,9.30397000400071e-06,0,0,5.94883997620464e-06,0,0,0,0,0,2.62734063208561e-06,0,0,0,0,0,0,0
"CTX_RstB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57817816701065e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60407115878096e-06,1.5322946418721e-06,5.31403276632604e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.06438605828938e-06,0
"WND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52929142130436e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUF506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80932629242987e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPTA",0,1.36840088672377e-05,0,0,0,0,0,0,0,5.78526262199673e-06,0,0,5.53878534437398e-06,0,0,0,0,0,1.16186525848597e-05,0,0,0,0,0,0,3.06458928374419e-06,0,0,0,0,0,0,0,0,1.87076738878288e-05,0,0,2.62734063208561e-06,0,0,6.72798100018166e-06,8.69648401151414e-06,7.22950795968826e-06,0,0
"HemX",2.97789656276289e-05,7.52620487698076e-05,5.14013287243475e-05,0,0.000102091415570399,2.380697306241e-05,3.30191015502468e-05,5.11817292600259e-05,3.72835225472103e-05,4.62821009759738e-05,7.59248596971864e-05,2.23213040105803e-05,1.66163560331219e-05,5.81882506284331e-06,1.13844323579721e-05,1.98896126497936e-05,5.27345500951859e-06,1.11563563340213e-05,2.90466314621493e-05,5.52929142130436e-06,1.36335439715877e-05,0,1.11685671845159e-05,2.09289305839695e-05,1.44162846351238e-05,1.68552410605931e-05,2.65701638316302e-05,9.76944118796405e-06,0,1.9407112706807e-05,8.60015308272487e-06,0,0,1.97088995535934e-05,9.35383694391439e-06,0,0,1.05093625283424e-05,0,0,6.72798100018166e-06,2.60894520345424e-05,2.89180318387531e-05,2.41931581748681e-05,1.4800891013639e-05
"GDA1_CD39",7.44474140690723e-06,0,1.28503321810869e-05,0,0,1.1903486531205e-05,1.65095507751234e-05,1.70605764200086e-05,1.86417612736051e-05,1.15705252439935e-05,2.53082865657288e-05,0,5.53878534437398e-06,0,8.53832426847907e-06,0,0,0,0,0,0,0,0,0,0,3.06458928374419e-06,5.31403276632604e-06,1.95388823759281e-05,0,0,0,0,1.79830240253201e-05,9.85444977679671e-06,1.87076738878288e-05,0,7.7417956320789e-06,0,0,0,0,0,0,0,7.40044550681951e-06
"HCV_NS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62734063208561e-06,0,0,0,0,0,0,0
"NDK",0.000290344914869382,0.000431046279317989,0.000334108636708259,0.000470145745181006,0.000291689758772569,0.000273780190217715,0.000495286523253702,0.000358272104820182,0.00032623082228809,0.000491747322869722,0.000379624298485932,0.00037388184217722,0.000310171979284943,0.000465506005027465,0.000330148538381191,0.000323206205559147,0.000458790585828117,0.000379316115356724,0.000331131598668502,0.000381521108070001,0.0004430901790766,0.000349467622946878,0.000357394149904509,0.000355791819927481,0.000344188795663582,0.000418316437231082,0.000340098097044866,0.00036146932395467,0.000279119100120021,0.000436660035903158,0.000447207960301693,0.000368828078524688,0.000359660480506402,0.000404032440848665,0.000289968945261346,0.000205592105263158,0.000348380803443551,0.000415119819869526,0.000323479645665373,0.000282278552475583,0.000370038955009991,0.000339162876449052,0.000347016382065037,0.000290317898098418,0.000281216929259141
"Chrome_Resist",0,0,1.28503321810869e-05,0,0,0,0,5.68685880666955e-06,0,0,6.3270716414322e-06,0,0,0,0,0,0,0,0,0,0,3.20612498116402e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porin_1",0,3.42100221680944e-05,7.71019930865213e-05,5.87682181476258e-05,0.000102091415570399,2.380697306241e-05,0,2.27474352266782e-05,1.86417612736051e-05,3.47115757319804e-05,3.1635358207161e-05,1.67409780079352e-05,1.1077570688748e-05,5.81882506284331e-06,8.53832426847907e-06,0,1.05469100190372e-05,4.46254253360852e-05,2.90466314621493e-05,2.21171656852174e-05,2.72670879431754e-05,2.24428748681481e-05,3.35057015535477e-05,4.1857861167939e-05,3.78427471672001e-05,2.60490089118256e-05,1.06280655326521e-05,4.88472059398202e-06,9.30397000400071e-06,9.70355635340352e-06,2.58004592481746e-05,0,3.59660480506402e-05,4.92722488839836e-05,9.35383694391439e-06,1.41787658802178e-05,1.29029927201315e-05,1.83913844245993e-05,1.24415248332836e-05,0,2.0183943000545e-05,8.69648401151414e-06,3.61475397984413e-05,0,0
"RimM",0.000335013363310825,0.000109472070937902,0.000128503321810869,0.000220380818053597,0.000218767319079427,0.000178552297968075,0.000214624160076604,0.000307090375560156,9.32088063680256e-05,0.000167772616037905,0.000177158005960101,0.000172990106081997,0.000232628984463707,0.000203658877199516,0.000239073079517414,0.000243647754959972,0.000253125840456892,0.000228705304847437,0.000151042483603177,0.000165878742639131,0.00026585410744596,0.000198779748832169,0.000241985622331178,0.000156966979379771,0.000228858518582591,0.000170084705247803,0.000260387605549976,0.000185619382571317,0.000167471460072013,0.000203774683421474,0.000292405204812646,0.000154669839381321,0.000233779312329161,0.000108398947544764,0.000224492086653945,0.000226860254083485,0.000201286686434052,0.000194423206774335,0.000136856773166119,0.000301097122640622,0.000215295392005813,0.00014784022819574,0.00016627868307283,0.000201609651457235,0.000162809801150029
"Gp_dh_C",0.000647692502400929,0.000376310243849038,0.000552564283786736,0.000705218617771509,0.00086048478837908,0.00057136735349784,0.000445757870928332,0.000449261845726894,0.000596536360755364,0.000520673635979705,0.000563109376087465,0.00075892433635973,0.000659115455980504,0.000576063681221488,0.000702988698104777,0.000646412411118293,0.000643361511161268,0.000585708707536119,0.000592551281827846,0.000641397804871306,0.000497624354962951,0.000676492371025607,0.000647776896701922,0.000643564615457062,0.000654138915318744,0.000568481312134548,0.000717394423454015,0.000757131692067214,0.000707101720304054,0.00052399204308379,0.000533209491128942,0.00049970255800119,0.000701337936987484,0.000699665934152567,0.000514461031915292,0.000467899274047187,0.000611601854934233,0.000507076741992523,0.000597193191997611,0.00065864995577636,0.000571878385015441,0.000547878492725391,0.000636196700452567,0.000701601587071176,0.000703042323147853
"MOFRL",3.72237070345362e-05,8.89460576370453e-05,3.85509965432606e-05,4.40761636107193e-05,2.91689758772569e-05,3.5710459593615e-05,4.95286523253702e-05,6.2555446873365e-05,3.72835225472103e-05,4.04968383539771e-05,3.1635358207161e-05,5.58032600264507e-05,3.32327120662439e-05,1.16376501256866e-05,4.26916213423953e-05,2.98344189746905e-05,6.85549151237416e-05,5.57817816701065e-05,5.22839366318688e-05,4.97636227917392e-05,4.09006319147631e-05,5.12979996986243e-05,4.46742687380636e-05,6.80190243979008e-05,6.84773520168382e-05,4.29042499724187e-05,3.71982293642823e-05,6.35013677217663e-05,2.79119100120021e-05,3.88142254136141e-05,4.30007654136244e-05,2.97441998810232e-05,7.19320961012804e-05,1.97088995535934e-05,5.61230216634864e-05,4.25362976406534e-05,4.12895767044208e-05,2.89007469529417e-05,6.22076241664178e-05,3.76371403300777e-05,4.03678860010899e-05,4.34824200575707e-05,3.61475397984413e-05,5.64507024080257e-05,3.70022275340975e-05
"SLEI_Leptospira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5322946418721e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATG16",0,0.000102630066504283,1.28503321810869e-05,0,1.45844879386285e-05,0,0,3.41211528400173e-05,0,2.89263131099836e-05,2.53082865657288e-05,4.46426080211606e-05,1.66163560331219e-05,2.90941253142166e-05,1.99227566264512e-05,4.47516284620357e-05,2.10938200380743e-05,6.69381380041278e-05,1.16186525848597e-05,4.42343313704349e-05,2.04503159573815e-05,2.56489998493121e-05,2.60599900972038e-05,2.09289305839695e-05,1.44162846351238e-05,1.83875357024652e-05,3.71982293642823e-05,2.93083235638921e-05,6.51277900280049e-05,5.82213381204211e-05,8.60015308272487e-06,2.37953599048186e-05,3.59660480506402e-05,2.95633493303901e-05,9.35383694391439e-06,1.41787658802178e-05,4.12895767044208e-05,3.67827688491985e-05,1.24415248332836e-05,1.88185701650389e-05,4.03678860010899e-05,2.60894520345424e-05,2.89180318387531e-05,8.06438605828938e-06,2.22013365204585e-05
"Prefoldin",0,0,0,0,0,0,0,5.68685880666955e-06,0,0,1.26541432828644e-05,5.02229340238057e-05,1.1077570688748e-05,5.23694255655898e-05,1.99227566264512e-05,9.94480632489682e-06,5.27345500951859e-06,2.78908908350533e-05,4.06652840470091e-05,3.31757485278262e-05,4.09006319147631e-05,9.61837494349205e-06,2.97828458253757e-05,2.61611632299619e-05,0,7.66147320936048e-06,5.31403276632604e-06,2.44236029699101e-05,4.65198500200035e-05,0,1.72003061654497e-05,4.75907198096371e-05,0,3.94177991071868e-05,9.35383694391439e-06,2.83575317604356e-05,3.09671825283156e-05,2.89007469529417e-05,0,1.88185701650389e-05,1.34559620003633e-05,0,7.22950795968826e-06,0,7.40044550681951e-06
"Wbp11",0,0,0,0,0,0,0,0,0,0,0,5.58032600264507e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POLO_box",0,0,0,0,0,0,0,0,0,0,6.3270716414322e-06,0,0,0,5.69221617898605e-06,0,0,0,0,0,0,3.20612498116402e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62734063208561e-06,0,0,0,0,0,0,0
"DUF1649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5322946418721e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUF874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79830240253201e-05,0,0,0,0,0,0,0,0,0,0,0,0
"E1-E2_ATPase",6.70026726621651e-05,4.78940310353321e-05,3.85509965432606e-05,7.34602726845322e-05,0.000131260391447656,0.00014284183837446,4.95286523253702e-05,0.000193353199426765,0.000177096732099249,0.000630593625797643,0.000265737008940152,0.000117186846055547,0.000271400481874325,0.000209477702262359,0.000204919782443498,0.000174034110685694,0.000226758565409299,0.000306799799185586,0.000162661136188036,0.000165878742639131,0.000211319931559609,0.000169924624001693,0.000186142786408598,0.000141270281441794,6.66753164374477e-05,9.04053838704537e-05,0.00022850340895202,0.000146541617819461,0.000241903220104018,0.000339624472369123,0.000232204133233572,0.000368828078524688,0.000305711408430442,0.000266070143973511,0.000187076738878288,0.000205592105263158,0.000278704642754841,0.000183913844245993,0.000199064397332537,0.000150548561320311,0.000208567411005631,0.000191322648253311,0.000130131143274389,0.000241931581748681,0.000192411583177307
"DUF533",4.46684484414434e-05,0,1.28503321810869e-05,4.40761636107193e-05,1.45844879386285e-05,2.380697306241e-05,1.65095507751234e-05,3.98080116466868e-05,0,0,1.26541432828644e-05,2.79016300132254e-05,3.32327120662439e-05,6.40070756912764e-05,3.69994051634093e-05,5.46964347869325e-05,5.80080051047045e-05,5.57817816701065e-05,5.22839366318688e-05,3.31757485278262e-05,7.49844918437323e-05,3.20612498116402e-05,7.81799702916113e-05,5.75545591059161e-05,4.32488539053715e-05,4.90334285399071e-05,3.18841965979562e-05,9.28096912856585e-05,6.51277900280049e-05,2.91106690602106e-05,3.44006123308995e-05,7.73349196906603e-05,1.79830240253201e-05,2.95633493303901e-05,6.54768586074008e-05,2.83575317604356e-05,4.64507737924734e-05,4.99194720096266e-05,2.48830496665671e-05,0,2.0183943000545e-05,3.47859360460566e-05,1.44590159193765e-05,4.03219302914469e-05,1.4800891013639e-05
"SUA5",0.000119115862510516,0.000164208106406853,0.000154203986173043,0.000146920545369064,0.000218767319079427,0.00016664881143687,9.90573046507404e-05,0.000147858328973408,6.5246164457618e-05,0.000196698929147889,0.000183485077601534,0.000139508150066127,0.000127392062920602,0.000192021227073829,0.000130920972116679,0.000149172094873452,0.000174024015314113,0.000200814414012384,0.000174279788772896,0.000160349451217826,0.000156785755673258,0.000192367498869841,0.00018986564213677,0.000183128142609733,0.000210838162788686,0.000186939946308396,0.000143478884690803,0.000200273544353263,0.000139559550060011,0.000223181796128281,0.000180603214737222,0.000190362879238548,0.000215796288303841,0.000167525646205544,0.000187076738878288,0.000219770871143376,0.000206447883522104,0.000199677888038506,0.000111973723499552,0.000244641412145505,0.00020183943000545,0.000200019132264825,0.000202426222871271,0.000177416493282366,0.000244214701725044
"Dynein_light",0,0,0,0,0,0,0,0,0,0,0,5.58032600264507e-06,0,0,2.84610808949302e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.70355635340352e-06,0,0,0,0,0,0,0,0,0,1.88185701650389e-05,0,0,0,8.06438605828938e-06,7.40044550681951e-06
"Phenol_monoox",0,0,0,0,0,0,0,5.68685880666955e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pentapeptide_2",1.48894828138145e-05,1.36840088672377e-05,0,1.46920545369064e-05,1.45844879386285e-05,0,6.60382031004936e-05,3.98080116466868e-05,9.32088063680257e-06,1.15705252439935e-05,3.79624298485932e-05,0,1.1077570688748e-05,2.32753002513732e-05,1.42305404474651e-05,4.97240316244841e-06,0,1.11563563340213e-05,1.16186525848597e-05,1.10585828426087e-05,0,6.41224996232803e-06,3.72285572817197e-06,0,3.60407115878096e-06,1.07260624931047e-05,0,0,0,0,2.58004592481746e-05,0,0,9.85444977679671e-06,0,7.08938294010889e-06,1.03223941761052e-05,2.62734063208561e-06,0,0,6.72798100018166e-06,8.69648401151414e-06,2.16885238790648e-05,4.03219302914469e-05,0
